DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
13,1792,45.61187198,8.33272366,2751,0,2370.408,7385.81,1429.03,0.0,6973.29,0.0,4653.05,294.54,1.2788,1.6692,0.4369,1535272.56,0.5279,174.45,1,820.5,2016,207.0101,467710.13,480199.86,1796.05186564,2,0.96071813,5.0612,0.0,21.9807,0.0,282.0749,10.9039,4.879736604549939,1.623,12403.052000511323,47.63433333333333,128.83933016,True,12.172788167421693
4,1857,44.87604554,7.50888049,2815,,518.6746,1166.76,233.67,0.0,2129.48,0.0,625.83,47.35,0.8177,4.855,0.4094,119962.76,0.6638,10.85,1,38.33,2013,75.8978,43124.22,52061.02,764.62809892,0,0.45747969,0.0,0.0,60.7728,0.0,323.0776,13.4013,9.113193820344932,2.935,3372.0255504532834,7.789,14.832508820000001,True,6.518022240171309
13,1961,45.47014211,7.87813971,2610,0,851.9909,8161.33,847.42,0.0,7391.91,0.0,8388.15,2045.13,0.1952,1.5304,0.1573,222377.15,0.7502,178.8,19,503.05,2015,182.3055,4507308.92,509771.01,0.0,0,1.09476546,0.0,0.0,48.3372,0.9379,335.6014,1.5028,8.72284109414458,3.3,11714.84061630569,28.247333333333334,95.34467663999999,True,6.809707910404754
11,1996,45.26012995,7.57743602,3791,0,137.508,116.69,301.74,0.0,2110.88,0.0,1369.96,25.84,0.9393,3.2966,0.1241,121147.03,1.0314,20.43,1,106.63,2006,200.4076,52760.96,53958.97,5621.63922653,0,5.37850641,0.0,0.0,65.5771,0.0,275.1979,526.5916,6.995691655067277,0.892,3488.094206748148,10.058,27.439751440000002,True,8.490940271356022
7,1970,45.02481648,7.68309035,2617,0,156.1227,12172.51,7416.07,243.73,21148.26,2593.93,11067.32,1439.04,0.9594,2.3947,0.0085,1186272.16,0.248,286.16,5,1246.43,2008,171.6855,1449076.31,1843783.3,21526.30831162,2,0.62299192,118.1576,54.7781,28.6686,1.7946,756.5573,0.6597,2.8516802025870844,1.448,44245.64224991007,247.2023333333333,281.28111792,True,20.829825148735644
4,1960,44.72783007,7.68700061,2617,0,79.5189,380.32,83.25,107.4,1329.76,385.94,552.15,5.97,0.8333,0.8108,0.3187,416441.09,0.8763,5.95,1,11.78,2000,228.2907,18905.45,19559.38,3933.2022855,2,0.35985044,0.0,29.742,50.2851,0.0,418.5976,14.3396,15.973093093093093,1.029,2000.9849381940078,2.775,9.29894142,True,3.7187537600770066
5,1960,45.00074586,8.42469406,2718,,607.499,2185.33,622.55,144.21,3257.49,1516.62,822.35,74.24,0.2304,2.1452,0.13,233191.64,0.557,53.33,1,113.69,2018,38.1713,113327.85,108995.35,0.0,0,0.47490939,0.0,0.0,71.0528,0.0,84.4074,21.242,5.232495381897037,4.587,5705.4628349829,20.751666666666665,6.97458176,True,11.352136153909914
13,1904,45.57925377,8.20049439,2633,,504.2399,1133.57,496.06,910.32,3386.96,8082.94,1155.54,155.84,0.6334,1.452,0.0693,360752.72,0.7075,23.02,1,146.7,2017,154.4926,81801.13,89685.35,0.0,0,0.6473106,0.0,0.0,37.5777,0.0,192.7311,0.0,6.827722452929081,1.17,5609.303787513826,16.535333333333334,19.163974319999998,True,8.699826392989584
12,1966,45.80304534,7.4040348,2641,,124.8821,555.49,113.04,0.0,490.29,0.0,365.0,128.75,0.2299,1.4916,0.0459,41567.52,0.5065,0.1,1,111.8,2023,164.5946,67651.69,32740.26,4213.61452568,2,2.73778372,0.0,0.0,38.8164,0.0,602.0809,470.3505,4.3373142250530785,1.76,911.2138031402754,3.7680000000000002,5.519139999999999,True,13.695111056721531
10,1940,44.72798146,8.53420429,2797,0,119.7865,13460.71,199.59,0.0,3427.55,0.0,3034.67,148.43,1.2387,1.1298,0.0549,91554.77,0.5887,68.22,5,112.69,2002,484.5844,138573.78,156382.51,16745.03880638,0,0.82752482,0.0,0.0,37.121,0.0,700.7601,318.7599,17.172954556841525,1.617,5053.256925686028,6.6530000000000005,78.53483886000001,True,3.458927222068241
8,1940,45.27741197,7.66216381,2663,0,34.4239,1101.63,390.53,0.0,3202.0,0.0,761.08,119.33,0.9601,4.3171,0.5876,90547.12,0.5382,3.92,1,26.16,2023,326.6097,70971.22,72439.11,470.00149544,0,1.59613566,0.0,0.0,32.5662,0.0,696.4283,13.2827,8.199114024530767,0.568,5138.5653265697165,13.017666666666665,24.91744902,True,7.24468519675203
13,1970,45.04997309,7.35986271,2618,,44.6372,1026.28,1647.35,0.0,5314.75,0.0,8213.53,399.72,1.0424,5.1723,0.2912,1603108.28,0.4445,311.72,1,929.4,2004,304.2277,890055.48,491007.16,0.0,0,1.07745325,0.0,0.0,49.1655,0.0,353.8422,0.2813,3.2262421464776763,0.98,10658.88531558672,54.91166666666666,212.58510856,True,18.411513241450677
13,1994,44.92225423,7.36420097,2554,0,711.0081,2652.01,744.54,0.0,3264.71,0.0,1049.34,134.32,0.9715,3.7102,0.2768,238860.35,0.3788,80.05,19,152.91,2013,346.3246,629706.09,255737.73,2525.23885298,0,1.47133323,0.0,0.0,54.1026,0.0,356.0421,6.3694,4.38486850941521,0.992,5976.385458241423,24.817999999999998,30.35575748,True,13.546586373674844
6,1932,46.07861411,7.68291774,2544,0,670.2828,2720.54,113.38,0.0,1048.02,0.0,664.2,22.81,0.1923,3.7657,0.9793,177757.57,0.9689,11.18,1,90.74,2023,291.7535,100227.62,102622.07,41609.9411939,0,0.50047495,0.0,0.0,80.9656,0.0,458.1921,14.9921,9.243429176221555,3.102,1670.30749683099,3.779333333333333,4.27242554,True,6.426186523157955
4,1613,44.85801257,7.68293807,2617,0,69.0191,2528.08,430.35,0.0,2293.74,1520.25,46.53,74.16,0.8915,5.6787,0.2809,9262.16,0.3711,11.0,0,331.04,2008,37.2024,8350.87,33439.96,0.0,0,0.31324177,0.0,0.0,42.2887,0.0,73.8765,0.0,5.329940745904495,2.089,4005.066798981899,14.345,9.25227774,True,11.14458918621989
13,1901,45.45208302,0.0,2529,0,552.0963,3479.97,344.65,268.88,2878.18,1086.43,1014.86,48.28,0.7777,1.1355,0.0847,181235.28,0.6538,24.4,0,3065.76,2008,352.9404,95848.83,186114.16,0.0,0,0.30087066,0.0,9.767,39.2554,0.0,165.9891,0.0,8.351022776730016,1.53,4608.032215617011,11.488333333333333,16.88157124,True,7.112901208402531
13,1904,45.08915558,7.80878888,2636,1,374.1881,1645.38,365.43,0.0,1452.36,0.0,1665.31,98.85,0.585,1.8637,0.3965,329268.15,0.5441,0.06,0,75.07,1996,227.606,161536.21,95322.26,2378.14495547,0,1.60401317,0.0,0.0,0.0,0.0,198.8866,0.0,3.974386339381003,1.146,2738.7517636693055,12.181000000000001,23.1686619,True,14.945703544575727
13,2016,45.1028916,7.37122762,2822,0,2616.9422,952.59,1294.45,0.0,5173.64,0.0,1981.27,430.78,0.6804,3.5276,0.2576,362178.01,0.3593,171.79,1,566.22,2022,271.5203,272406.2,260282.26,21386.67757649,2,0.87518801,0.0,0.0,50.606,0.7281,498.5785,0.4557,3.996786279887211,0.741,9709.801444110979,43.14833333333333,57.35351272,True,14.861940529298524
5,1992,44.6005376,8.22124778,3089,1,1412.6627,1216.85,841.45,842.15,3579.22,420.6,1963.57,244.85,0.6379,1.2432,0.3466,208260.69,0.528,32.66,19,160.19,2006,47.4875,72884.8,66709.37,0.0,2,1.41531093,51.0026,8.4312,79.7807,0.0,131.4907,8.2356,4.2536336086517315,1.669,6604.934466717427,28.048333333333336,31.139176459999998,True,13.964531378345006
5,1832,45.06348209,7.64383148,2617,0,85.2855,7226.38,4095.46,5897.49,36276.85,760.76,6132.99,1788.34,1.7376,1.9709,0.0845,2825252.36,0.2386,650.98,1,1230.09,2016,112.4096,455599.23,541136.4,0.0,0,0.64697108,0.0,0.0,23.9757,0.0,209.8008,4.9711,8.857820611115724,1.175,57253.329585864354,136.51533333333333,283.6264546,True,6.705938470401924
13,1980,45.10012246,8.34682178,4130,7,273.7521,1165.31,278.47,0.0,2260.87,0.0,640.88,80.51,0.2362,2.7986,0.126,161895.09,0.6562,0.0,1,56.99,2005,300.0526,179723.28,125778.76,84.86458557,0,0.89703673,0.0,0.0,20.9919,0.0,442.5965,28.7633,8.118899701942757,1.505,3641.1223580205565,9.282333333333334,7.533822840000001,True,7.3162623237957085
7,2013,45.64399986,8.69639524,2695,0,53.2539,628.92,106.7,107.98,1674.77,1107.56,590.05,50.49,0.8551,2.4186,0.2184,69895.75,1.1279,3.2,1,40.34,2017,223.4674,32921.86,31844.0,912.60189413,0,1.76905083,0.0,0.0,33.8344,0.0,423.0205,78.4997,15.696063730084347,1.336,2510.88462529878,3.5566666666666666,12.533337379999997,True,3.7843883040656334
13,2017,45.44813127,8.275926,3013,,1059.9345,2032.32,702.35,0.0,4026.31,0.0,2347.86,219.69,1.3478,1.6738,0.1244,434060.25,0.5964,65.75,1,287.68,2014,369.5858,238191.39,285085.14,6844.7755679,0,0.50025475,0.0,0.0,38.7295,0.0,216.7736,1.1824,5.732626183526731,1.098,6904.647258395542,23.41166666666667,70.6432566,True,10.361743134532613
13,2011,45.54347196,7.840862,2587,0,928.298,1702.29,659.08,0.0,3188.02,0.0,1431.54,141.65,1.0854,2.1028,0.0774,83654.52,0.6012,13.58,1,437.02,2014,143.4345,54506.49,53806.11,15288.67088016,0,3.82657736,0.0,0.0,19.3606,0.0,169.8712,3.186,4.837075924015294,0.569,5690.656654128636,21.969333333333335,37.033102719999995,True,12.280146297702023
5,1940,45.08581381,8.30013373,3205,,1559.6081,3947.61,1055.22,272.5,3966.99,0.0,4141.59,624.95,1.3318,3.1491,0.3989,646910.84,0.6831,109.7,0,5796.6,1993,256.895,220037.01,339619.03,0.0,0,1.27689694,0.0,0.0,89.6162,0.0,459.2842,34.8372,3.7593961448797404,1.253,7582.8181884346395,35.174,149.67599214,True,15.800409882555792
11,1998,45.63926051,8.37763381,2558,1,200.5225,2886.61,104.25,225.85,526.39,0.0,210.81,46.5,1.3366,4.678,1.1326,47935.33,0.6203,8.64,1,33.46,2017,45.3361,21194.21,3474.62,4327.90037933,0,0.30043227,0.0,0.0,0.0,0.0,544.6129,34.3172,5.049304556354916,0.735,942.4721772349562,3.475,9.985912919999999,True,11.76399627652501
13,2012,45.27790179,7.71963144,2617,,3959.095,38770.81,4280.69,0.0,51716.43,0.0,49682.91,1665.2,0.234,1.4044,0.1087,5005528.26,0.2674,934.57,9,5835.26,2012,180.3202,4295153.18,5060175.14,74650.16265646,1,1.66268112,78.6208,0.0,58.1358,2.6406,173.6682,0.5408,12.081330346275951,6.556,78249.72050266674,142.68966666666665,279.2881564,True,4.916677079218345
13,1962,45.21862843,8.52278903,2815,,1619.7396,2464.68,1626.97,0.0,15095.95,0.0,1906.68,254.58,0.8913,3.6147,0.5334,599376.52,0.4991,111.57,1,417.14,2018,210.6087,213290.98,211213.7,0.0,0,0.64010507,0.0,0.0,72.8068,0.0,259.5013,0.5234,9.278566906580945,0.616,23674.564615448428,54.23233333333334,52.393084200000004,True,6.401850695053971
12,1991,44.33481139,8.52870196,2915,,167.8832,1100.48,275.46,283.32,3963.19,0.0,271.07,68.47,0.997,1.1941,0.2673,140095.72,0.5818,19.09,4,33.15,2022,187.7642,61860.37,53542.25,1887.15517908,0,0.50308255,0.0,0.0,72.7343,0.0,290.2051,169.1371,14.387533580193132,1.035,5923.178259655308,9.181999999999999,7.040336339999999,True,4.128574204113352
13,1991,44.91757518,7.54212316,2815,,201.3924,3132.05,4371.87,0.0,179482.19,0.0,20961.08,723.81,1.1625,4.5375,0.2021,7878171.43,0.5061,62.93,1,1004.93,2021,165.1845,1402658.61,1816449.52,0.0,0,1.08316983,0.0,0.0,41.0538,2.8163,228.2332,0.6291,41.05387168419921,2.515,248888.1880491611,145.72899999999998,553.0308675,True,1.4468793700366593
4,1977,44.89050476,8.45737142,2546,0,2147.7544,1189.01,1142.44,1338.21,4159.74,3983.76,2353.91,39.48,0.6803,2.7513,0.0425,510662.71,0.3205,2.06,0,231.28,2004,132.8713,129286.22,127179.99,0.02663994,0,0.84848024,0.0,56.5344,52.3715,0.0,379.8682,8.3311,3.6411015020482473,0.838,8028.101909157308,38.08133333333333,34.19972593999999,True,16.313744609038068
12,2011,44.96480474,8.3221565,2756,,180.1833,2473.99,172.96,1953.84,5249.12,12043.82,1729.9,475.64,0.2408,2.2718,0.7219,394162.88,0.4316,0.01,1,114.26,2020,286.7671,65650.73,267217.81,16323.39500932,0,0.30195063,0.0,1.2035,74.6288,0.0,454.3113,5.3919,30.348751156336725,5.388,7463.9491992054445,5.765333333333333,29.942377439999998,True,1.957246929009053
12,1986,44.69593979,7.6829936,2617,1,522.7216,672.85,150.56,824.13,2032.01,943.97,450.1,75.5,0.9189,2.6983,0.1208,57315.88,0.2672,1.65,1,109.56,2019,463.7083,109362.47,112924.76,7213.87637738,1,1.09917173,15.1299,70.794,7.7197,0.0,624.2309,2.4074,13.49634697130712,1.617,3075.4654750224486,5.018666666666666,12.3463708,True,4.40119093902097
4,1900,44.83695314,8.7838512,2592,1,1115.9713,1941.67,744.81,747.36,3905.33,0.0,1825.83,182.52,0.6852,6.1483,0.1548,513752.56,0.4254,166.13,1,297.98,2020,17.4291,231459.06,227076.79,122245.6076811,0,0.43907417,0.0,0.0,18.7131,0.0,377.6313,0.0,5.243390931915522,17.493,6833.704978997297,24.826999999999998,47.46492864,True,11.32854688336197
13,1903,44.88916984,8.87108457,3127,0,29670.2571,18658.38,11172.81,2688.09,135464.96,24120.56,43758.66,2727.58,0.3501,2.6181,0.4552,153460867.06,0.3725,232.09,0,1313.68,1995,180.0644,3566946.38,3803643.09,74659.86009686,2,1.75908662,21.3031,4.9062,105.7348,1.1748,258.791,1.482,12.124520152047694,1.891,204820.76976200653,372.42699999999996,449.2196812800001,True,4.899162956974261
11,1970,45.16818078,8.82906459,2775,0,1426.4041,2278.37,901.88,854.19,3368.93,3997.81,1325.53,547.28,0.7757,5.8036,0.4963,472274.34,0.4269,110.17,0,306.34,2008,285.5065,243733.28,232557.8,0.0,0,1.03081412,0.0,0.0,42.2541,0.0,254.428,22.9018,3.7354526101033394,0.903,6453.690698915581,30.062666666666665,84.08815657999999,True,15.901687479407409
13,1990,44.84464364,8.17787179,2672,,945.4569,2697.05,4685.59,268.83,26186.55,4076.45,2859.34,374.03,0.2982,3.6847,0.2421,300350923.71,0.5466,141.82,1,112.95,2019,186.1624,162764.13,852158.17,187972.66276161,1,8.9913547,37.9234,0.0,56.9443,0.0,348.2043,1.5453,5.588741225758122,0.977,45066.11668879356,156.18633333333335,44.61687058,True,10.628511430486263
5,1980,44.41564539,7.66837273,2635,,2379.5945,3843.07,404.04,1006.65,30820.02,3214.96,3377.24,279.36,0.4062,3.2034,0.6914,364433.39,0.3188,283.78,1,11546.71,2017,145.1571,1297151.49,87981.49,9229.25800611,2,0.64837713,0.0,24.5042,112.0922,0.0,199.5382,7.1367,76.27962577962577,1.5,42196.052830827255,13.468,45.334734239999996,True,0.7787138360065958
10,1736,45.01143111,8.17815829,2633,-1,60.2765,2159.73,1053.38,0.0,16153.17,0.0,6987.83,46.84,1.6615,2.3853,0.3387,635715.77,0.2935,84.1,31,1808.54,1995,292.6283,792854.19,361386.72,0.0,0,0.9006989,0.0,0.0,0.0,0.0,244.161,6.1218,15.334608593290168,1.172,23861.80429089615,35.11266666666667,234.44013993999997,True,3.8735908803039907
4,1963,44.38080967,7.36094021,2622,2,1041.465,2141.39,750.14,0.0,4627.95,0.0,1950.42,199.15,1.088,3.5809,0.617,387960.74,0.3846,63.85,19,672.72,2020,29.5269,318303.17,180992.18,5898.35804711,0,0.30182246,0.0,0.0,34.6905,1.7043,325.7918,8.6369,6.169448369637667,8.171,7811.504159062401,25.004666666666665,56.7038639,True,9.628089326807768
13,1950,45.05558369,7.72111264,2617,0,21249.0109,807.82,356.39,359.37,1956.63,1829.91,622.06,694.47,1.1108,1.4658,0.6064,80898.97,0.4328,0.03,1,627.67,2017,221.9642,102628.45,101529.92,0.0,0,0.6478138,0.0,0.0,56.9877,2.7968,292.116,8.1293,5.490137209237072,1.283,3396.1073883718973,11.879666666666667,34.178767480000005,True,10.819401726437805
5,1808,45.08366934,7.93348363,2664,0,9677.9952,387.25,9937.54,1840.79,60163.91,89964.83,12833.46,1814.19,1.0287,2.4441,0.5116,2344433.64,0.2345,805.56,1,5852.13,2000,199.5979,1339653.0,1325897.09,50466.77810071,2,1.76773738,15.4797,24.7517,124.3734,2.7138,462.3718,20.1636,6.054205567977588,0.668,101729.52835313807,331.2513333333334,352.71684161999997,True,9.81136159534844
13,1975,44.92928288,8.71094316,2553,0,1073.4009,2811.05,1081.58,0.0,4838.0,0.0,2101.84,261.87,0.7014,1.754,0.1862,470341.16,0.3858,11.15,0,205.07,2022,277.2602,253810.48,250703.31,11112.92323046,1,3.67924462,124.5441,0.0,38.3054,0.0,668.341,3.5173,4.473085670962851,0.836,8803.317086470252,36.05266666666667,38.67101112,True,13.279423728813558
13,1979,44.97288484,7.75002755,2617,0,1665.0993,117.2,1191.3,0.0,3980.58,0.0,4383.38,773.39,0.3826,5.6962,0.2011,347871.39,0.545,31.4,1,576.69,2020,97.1467,228713.31,220452.03,3886.8330342,1,0.69668413,138.2903,0.0,46.2461,9.3146,391.7481,0.7006,3.341374968521783,1.905,7893.996683045099,39.71,121.64930611999999,True,17.777112883047195
11,1980,44.50345114,7.61765805,2617,0,1479.1615,2803.24,1501.29,228.41,7137.88,5146.44,7548.57,331.29,0.4272,2.7998,0.0354,1026086.61,0.3012,0.06,0,918.44,1999,64.5531,206364.72,104501.2,40222.14659699,2,11.0457989,101.908,23.2997,24.2888,11.7467,156.0304,15.3943,4.754497798559905,1.078,12778.41287324064,50.043,83.04589692,True,12.493433064159106
8,1980,47.02229261,8.82547171,2537,,138.6469,283.4,208.38,0.0,1206.4,0.0,158.03,21.52,0.9629,3.0614,0.4081,39693.09,1.1215,21.86,0,34.62,2018,234.4087,30573.19,30483.08,3390.79643142,2,6.38615261,0.0,0.0,213.6645,0.0,768.7078,0.0,5.789423169210098,0.624,2076.5839284223593,6.946,4.360968300000001,True,10.26008952254642
4,1777,44.39142763,7.6348749,2475,1,1135.4401,1545.04,274.14,0.0,3340.62,0.0,1420.68,13.66,1.4855,4.0071,0.8032,258776.53,0.571,75.26,1,55.42,2016,147.0565,126293.74,122501.53,901.66699493,0,0.81343296,0.0,0.0,27.9374,0.0,295.3504,0.7279,12.185817465528562,3.039,5083.62489425705,9.138,43.30314252,True,4.874519101244679
4,2001,44.88950156,7.78035535,2822,0,1725.1995,1106.53,356.15,971.72,2887.81,317.97,1009.77,82.96,1.2359,3.0296,0.1562,160859.05,0.4491,0.05,1,46.79,2000,246.6829,52237.5,50725.6,166.85823321,0,0.57837525,0.0,0.0,0.0,0.0,412.1655,44.1017,8.108409378071038,0.577,4645.01646844429,11.871666666666666,29.98620718,True,7.325727800651705
4,1957,44.63155016,8.61490289,2562,0,99.7975,2058.13,225.89,1037.69,3608.36,2662.13,1555.93,78.17,0.96,1.9087,0.1014,638936.34,0.2079,0.05,1,680.95,2012,162.8888,141763.79,151161.92,12194.45340433,0,0.34040568,0.0,12.9808,63.541,2.1486,176.6751,8.1903,15.973969631236445,4.108,5347.621366258051,7.5296666666666665,32.85791758,True,3.7185497012493207
8,1910,44.52072599,8.39132804,2560,0,110.213,734.56,380.52,0.0,2503.9,0.0,928.2,15.8,0.6914,3.657,0.2781,119062.09,0.5758,27.57,1,70.64,2021,166.6146,165526.02,80929.51,3397.08931733,2,0.81864781,0.0,0.0,19.3243,0.0,661.221,23.8088,6.580206033848419,1.276,4181.259067713949,12.684,13.990761600000003,True,9.027072966172769
13,1974,44.55681404,7.60809168,2825,0,1043.5099,1996.36,2131.37,0.0,12957.64,0.0,1631.01,121.32,1.1865,3.0751,0.3137,1151265.23,0.3982,34.11,19,192.55,2021,193.1756,241294.3,316956.07,0.0,0,1.9257725,0.0,0.0,46.4393,0.0,262.2548,1.216,6.0794887795173995,0.77,21904.799008974205,71.04566666666666,46.16528994,True,9.770558373284024
11,2022,44.90759829,7.34457419,2617,,788.9671,3091.65,1229.41,0.0,6907.91,0.0,2203.73,378.33,0.3287,3.8543,0.0907,472802.24,0.3191,94.21,1,502.36,2021,154.7218,251011.13,348020.46,0.0,0,0.75113493,0.0,0.0,13.7512,0.0,405.8201,0.0,5.618882228060614,1.83,11886.359824978754,40.980333333333334,43.651267399999995,True,10.571497602024348
13,1732,45.05851139,7.63479502,2613,,831.621,5295.63,1522.72,0.0,42463.77,0.0,14109.88,1729.36,1.0403,3.2274,0.2529,4799002.49,0.4278,772.73,19,1446.39,2017,117.6466,2033309.35,1381575.4,0.0,2,1.10681076,1.3613,0.0,39.9688,0.809,161.2839,0.3557,27.88678811600294,7.712,59995.3450155108,50.757333333333335,405.1968925599999,True,2.1300409266534746
13,1969,44.38324374,7.75953974,2602,0,831.0235,2368.96,830.7,0.0,5923.78,0.0,2068.42,572.0,1.0463,1.3059,0.0849,59014.28,0.699,69.3,0,473.95,2002,264.383,288684.44,908377.32,2361.61468473,0,1.56747447,0.0,0.0,53.7976,0.0,251.8848,0.0,7.131070181774406,4.136,9716.396776436797,27.69,58.22325292000001,True,8.329745534101539
13,1960,45.31703288,7.72569512,2660,,2637.5814,987.84,3574.62,225.27,19708.72,5629.96,6280.56,782.88,0.4595,1.2389,0.8377,1582378.68,0.2651,353.7,19,777.93,2019,148.2603,197309.82,615334.0,0.0,0,0.63378798,0.0,0.0,34.9234,1.7054,272.095,0.7449,5.51351472324331,1.161,34025.98876122399,119.154,77.11654704,True,10.773527047925993
8,1920,45.18309898,8.2627339,2712,0,125.7758,98.94,117.69,190.99,547.87,566.01,246.86,115.48,0.9647,4.5198,0.1968,51330.76,0.5436,0.05,0,22.66,2007,183.5598,23944.9,63256.04,0.0,0,0.64601367,0.0,0.0,71.4792,0.0,418.6059,59.5166,4.655195853513468,2.928,998.9977581031761,3.923,15.20184692,True,12.75993575118185
13,2003,44.75576358,8.50369021,2812,0,769.8048,8567.0,5016.41,0.0,19334.18,0.0,6517.51,841.49,0.8692,4.1206,0.0062,6013673.19,0.3046,431.65,19,598.77,2012,230.1105,761419.39,726818.68,0.0,0,0.8623248,0.0,0.0,37.6598,0.0557,172.9237,0.9978,3.8541865597110285,0.63,36639.914110066726,167.21366666666665,182.64926772,True,15.41181234476973
13,2006,45.69087029,7.71201809,3182,0,3159.6989,8433.74,3385.38,0.0,64047.15,0.0,16750.88,1118.32,0.8646,1.1755,0.1289,2075076.34,0.4262,189.37,5,452.08,2017,159.1213,2139056.08,1794139.72,52322.83347417,0,1.18452668,0.0,0.0,40.4836,0.6099,356.282,3.5892,18.91874767382096,3.331,92774.8246151145,112.846,315.94792016,True,3.139742705178919
8,1909,45.31415285,8.08548205,2752,0,182.9586,691.17,171.08,106.52,817.16,442.64,508.32,34.61,1.2448,2.1697,0.2471,156199.98,0.8851,13.69,4,25.41,2023,121.5101,18992.74,18787.59,0.0,0,2.56007238,0.0,13.0506,13.6143,0.0,160.2094,902.1119,4.776478840308627,0.904,1473.886335745732,5.702666666666667,14.157001059999999,True,12.435939106172599
13,1965,46.44582222,7.49490963,2627,0,1055.8899,1881.79,651.93,0.0,13491.63,0.0,11344.53,428.75,1.2498,1.3493,0.3368,914274.08,0.3407,127.81,1,702.55,2022,176.2858,996125.15,638883.02,19847.35462798,2,0.36057899,0.0358,0.0,16.5091,3.8288,305.1922,0.0,20.694905894804656,5.559,19460.912857219297,21.730999999999998,295.13811938000003,True,2.870271568372391
13,1985,45.0152814,7.65951632,2617,,321.9705,6055.8,493.29,0.0,12666.39,0.0,3944.85,594.02,0.7093,3.169,0.0415,1171787.0,0.5971,107.22,19,368.25,2017,242.9693,601189.51,519631.58,2679.29268733,2,1.39154131,17.016,0.0,88.9073,1.2782,209.3547,0.7734,25.677370309554217,4.336,18032.435134184478,16.443,93.61062969999999,True,2.3133210014850327
13,1972,45.43374797,8.50844663,2589,0,417.0658,2881.25,2371.02,0.0,7867.03,0.0,2026.0,556.39,0.7608,4.9155,0.2122,1007156.99,0.3093,246.18,19,580.14,2012,161.661,562901.88,581793.45,0.0,0,0.72672353,0.0,0.0,24.6795,0.0,302.9217,0.0,3.3179939435348498,1.518,15627.347315163937,79.034,85.52631690000001,True,17.90238349160992
8,2010,44.90931743,7.60151868,4275,0,227.0325,1141.06,235.43,229.01,1185.14,779.81,692.08,77.1,0.9265,4.2266,0.1381,128257.72,0.7763,41.23,0,35.24,2015,184.687,42874.14,74337.13,233.31585417,0,3.15631715,0.0,36.1829,48.9708,0.0,306.3579,105.0505,5.033937900862252,1.71,2104.474294322742,7.847666666666667,19.3416596,True,11.799907183961388
13,1970,45.49783253,7.71850335,2714,,1695.3409,294.71,555.19,1792.68,1936.59,766.43,607.61,2320.11,1.1319,3.2869,0.3378,349961.46,0.4469,18.3,19,4105.17,2013,82.5538,156104.27,51177.04,32454.72394606,0,0.3594156,0.0,0.0,0.0,0.0,139.7,3.9708,3.4881572074424967,1.117,3793.344239064188,18.506333333333334,166.27446636000002,True,17.029048998497363
11,1647,45.14330196,7.4819846,2560,0,304.7095,997.33,308.61,162.66,1021.27,1802.49,996.49,99.45,0.4672,3.3465,0.0543,152790.77,0.9721,0.02,31,27.69,2008,121.2753,93015.37,122088.07,0.0,0,0.30143772,0.0,0.0,150.6431,0.0,280.3046,15.3806,3.3092576390914097,3.262,2039.0799434599098,10.287,15.96739106,True,17.94964504979095
